name,gender,student_type,education_level,branch,study_hours,attend_hours,confidence,prefers_online_video,active_learner,sleep_hours,sleep_racing,exam_blank,overwhelm,friday_mood,self_doubt,workload_freq,goal_setting_freq,time_enough,puzzle_score,engagement,financial_stress,living_situation,phone_hours,friends_count,sgpa,atkt,has_internship,has_job,in_club,edtech_platforms,hobbies_count,social_interaction_freq,stress_base,motivation_base,social_base,digital_base,stress_level,learning_mode,at_risk_flag,gender_enc,student_type_enc,education_level_enc,branch_enc,sleep_racing_enc,friday_mood_enc,self_doubt_enc,goal_setting_freq_enc,financial_stress_enc,living_situation_enc,sleep_racing_num,goal_freq_num,digital_score,engagement_score,academic_pressure,social_score,study_efficiency,wellbeing_score
Sachin Joshi,Male,Postgraduate,Postgraduate,BCom,4,14,4,1,1,6,Often,1,3,Energised,"No, I believe them",4,Often,2,2,2,Financially Struggling,Hostel,4,0,6.2,0,0,0,1,1,2,1,0.671,0.054,0.296,1.0,High,Online,1,1,2,2,4,2,0,0,2,1,1,2,3,7,17,10.8,2,0.26666666666666666,12
Kunal Shinde,Male,Postgraduate,Postgraduate,Mechanical Engineering,3,3,2,1,0,6,Always,1,3,Neutral,"Yes, I doubt them",4,Never,1,4,3,Financially Struggling,Home,5,5,5.3,1,0,0,0,4,1,1,0.655,0.44,0.183,0.93,High,Online,1,1,2,2,11,0,2,2,1,1,0,3,0,11,6,12.7,6,0.75,9
Kajal Bhosale,Female,Postgraduate,Postgraduate,MSc Data Science,4,16,3,0,1,6,Sometimes,0,3,Neutral,"No, I believe them",3,Sometimes,3,2,3,Moderate,Hostel,0,8,7.0,0,0,0,1,1,3,4,0.237,0.414,0.867,0.166,Low,Offline,0,0,2,2,10,3,2,0,4,2,1,1,2,1,20,9.0,13,0.23529411764705882,12
Meera Pawar,Female,Postgraduate,Postgraduate,BCom,3,8,2,1,1,6,Often,0,2,Energised,"No, I believe them",1,Rarely,3,1,3,Moderate,PG,3,6,8.7,0,0,0,0,2,2,2,0.336,0.629,0.442,0.603,Low,Hybrid,0,0,2,2,4,2,0,0,3,2,2,2,1,7,12,4.300000000000001,8,0.3333333333333333,10
Chinmay Salunkhe,Male,Postgraduate,Postgraduate,MSc Data Science,4,12,4,0,1,7,Sometimes,0,1,Tired but okay,"No, I believe them",3,Often,4,2,4,Moderate,Home,2,5,6.5,0,0,0,0,4,2,3,0.21,0.601,0.245,0.652,Low,Online,0,1,2,2,10,3,4,0,2,2,0,1,3,6,17,7.5,8,0.3076923076923077,13
Vivek Pawar,Male,Postgraduate,Postgraduate,BCA,3,22,3,0,1,6,Sometimes,0,1,Energised,"No, I believe them",3,Often,4,1,4,Comfortable,PG,0,6,7.3,0,0,0,1,4,3,2,0.0,0.909,0.751,0.125,Low,Offline,0,1,2,2,3,3,0,0,2,0,2,1,3,4,27,6.7,9,0.13043478260869565,12
Waqar Salunkhe,Male,Postgraduate,Postgraduate,MSc Data Science,6,10,1,0,1,5,Never,1,4,Exhausted and drained,Sometimes,4,Never,1,5,2,Financially Struggling,Home,7,5,5.1,0,0,0,0,4,3,3,0.801,0.164,0.812,0.356,Critical,Offline,1,1,2,2,10,1,1,1,1,1,0,0,0,11,13,12.9,8,0.5454545454545454,9
Swati Shinde,Female,Postgraduate,Postgraduate,Mechanical Engineering,5,11,4,0,1,5,Always,0,2,Neutral,"No, I believe them",4,Rarely,3,3,2,Financially Struggling,Home,4,5,8.8,0,1,0,0,4,2,2,0.376,0.687,0.839,0.411,Medium,Offline,0,0,2,2,11,0,2,0,3,1,0,3,1,8,14,7.199999999999999,7,0.4166666666666667,11
Manish Salunkhe,Male,Postgraduate,Postgraduate,B.Sc Nursing,6,11,3,0,0,7,Never,0,1,Relieved,"No, I believe them",2,Always,3,4,5,Tight,Hostel,0,10,7.9,0,0,0,0,1,1,4,0.171,0.801,0.675,0.527,Low,Hybrid,0,1,2,2,0,1,3,0,0,3,1,0,4,1,16,5.1,14,0.5,11
Riya Bhosale,Female,Postgraduate,Postgraduate,Mechanical Engineering,5,13,2,1,1,7,Never,0,2,Neutral,"No, I believe them",2,Often,2,4,4,Moderate,Home,2,0,5.6,0,0,1,1,2,4,2,0.452,0.516,0.35,0.518,Medium,Hybrid,0,0,2,2,11,1,2,0,2,2,0,0,3,6,18,8.4,3,0.35714285714285715,13
Rahul Shah,Male,Postgraduate,Postgraduate,Computer Engineering,8,12,5,0,0,7,Often,0,3,Energised,"No, I believe them",1,Often,3,3,3,Comfortable,Hostel,1,10,7.6,0,0,0,1,2,2,2,0.429,0.682,0.74,0.283,Medium,Offline,0,1,2,2,6,2,0,0,2,0,1,2,3,3,15,6.4,13,0.6153846153846154,14
Vedant Nair,Male,Postgraduate,Postgraduate,Computer Engineering,5,7,4,0,1,6,Always,1,5,Exhausted and drained,"Yes, I doubt them",4,Often,2,3,4,Comfortable,Hostel,5,8,4.5,0,1,0,0,3,2,1,0.796,0.4,0.753,0.027,Critical,Offline,1,1,2,2,6,0,1,2,2,0,1,3,3,8,12,14.5,9,0.625,12
Akash Pawar,Male,Postgraduate,Postgraduate,B.Sc Nursing,4,17,4,0,1,6,Never,0,2,Tired but okay,"No, I believe them",1,Sometimes,3,3,3,Moderate,Relatives,4,4,7.7,0,0,1,1,4,2,2,0.215,0.58,0.356,0.815,Low,Online,0,1,2,2,0,1,4,0,4,2,3,0,2,8,21,5.3,7,0.2222222222222222,12
Gauri Kumar,Female,Postgraduate,Postgraduate,Civil Engineering,4,13,2,0,1,4,Sometimes,0,3,Exhausted and drained,"No, I believe them",3,Never,3,4,4,Moderate,Home,7,5,5.4,0,1,0,0,1,3,3,0.483,0.305,0.509,0.268,Medium,Hybrid,0,0,2,2,5,3,1,0,1,2,0,1,0,8,18,10.6,8,0.2857142857142857,9
Harshada Mane,Female,Postgraduate,Postgraduate,BCA,5,11,3,0,1,8,Often,0,3,Exhausted and drained,"No, I believe them",2,Sometimes,2,1,2,Comfortable,PG,5,1,5.6,0,0,0,0,3,3,4,0.521,0.727,0.379,0.728,Medium,Online,0,0,2,2,3,2,1,0,4,0,2,2,2,8,14,9.4,5,0.4166666666666667,14
Bhushan Patel,Male,Postgraduate,Postgraduate,Civil Engineering,3,15,4,0,1,5,Often,0,1,Neutral,"No, I believe them",1,Often,5,3,4,Tight,Hostel,4,9,8.5,0,1,0,1,3,2,3,0.055,0.636,0.725,0.216,Low,Offline,0,1,2,2,5,2,2,0,2,3,1,2,3,7,20,3.5,13,0.1875,11
Harsh Deshpande,Male,Postgraduate,Postgraduate,BA English Literature,3,16,3,0,1,5,Always,1,3,Relieved,"No, I believe them",3,Often,3,5,3,Financially Struggling,Home,6,8,7.0,0,0,1,1,2,1,2,0.588,0.4,0.58,0.548,High,Hybrid,0,1,2,2,1,0,3,0,2,1,0,3,3,8,20,9.0,11,0.17647058823529413,9
Farhan Joshi,Male,Postgraduate,Postgraduate,BA English Literature,5,14,3,0,0,8,Sometimes,0,1,Energised,Sometimes,2,Often,4,3,5,Moderate,Hostel,4,1,8.1,0,1,1,1,1,4,4,0.307,0.808,0.295,1.0,Low,Online,0,1,2,2,1,3,0,1,2,2,1,1,3,5,19,4.9,6,0.3333333333333333,15
Meera Nair,Female,Postgraduate,Postgraduate,MBA,7,21,4,0,1,8,Never,0,1,Energised,"No, I believe them",4,Sometimes,3,3,4,Moderate,Home,3,2,7.2,0,0,1,0,2,3,3,0.184,0.508,0.216,0.55,Low,Hybrid,0,0,2,2,8,1,0,0,4,2,0,0,2,5,26,7.8,5,0.3181818181818182,15
Akash Mane,Male,Postgraduate,Postgraduate,BA English Literature,4,13,2,0,1,6,Often,1,4,Energised,Sometimes,4,Never,1,3,2,Moderate,Hostel,5,6,4.9,1,0,0,0,3,3,2,0.762,0.414,0.626,0.219,Critical,Offline,1,1,2,2,1,2,0,1,1,2,1,2,0,8,16,14.1,8,0.2857142857142857,11
Harsh Patil,Male,Postgraduate,Postgraduate,MSc Data Science,3,14,1,1,0,6,Sometimes,1,4,Exhausted and drained,Sometimes,2,Sometimes,1,4,2,Comfortable,Home,4,2,4.5,0,0,0,1,3,1,1,0.809,0.751,0.221,0.83,Critical,Online,1,1,2,2,10,3,1,1,4,0,0,1,2,9,16,11.5,4,0.2,8
Aditi Kale,Female,Postgraduate,Postgraduate,BCA,7,12,5,0,0,8,Never,0,1,Tired but okay,"No, I believe them",1,Never,5,3,3,Moderate,Relatives,2,4,7.8,0,0,0,1,4,4,2,0.283,0.722,0.536,0.382,Low,Hybrid,0,0,2,2,3,1,4,0,1,2,3,0,0,6,15,4.2,7,0.5384615384615384,17
Farhan Patel,Male,Postgraduate,Postgraduate,BCA,6,13,4,0,1,7,Never,0,1,Exhausted and drained,Sometimes,2,Always,4,2,4,Comfortable,Hostel,4,3,7.3,0,0,0,0,4,4,2,0.128,0.863,0.264,0.757,Low,Online,0,1,2,2,3,1,1,1,0,0,1,0,4,8,18,5.7,5,0.42857142857142855,15
Yash Patel,Male,Postgraduate,Postgraduate,MBA,5,12,2,0,1,5,Always,1,5,Energised,"Yes, I doubt them",4,Never,1,1,4,Tight,PG,5,0,5.6,0,0,0,1,2,2,3,0.934,0.267,0.234,0.619,Critical,Hybrid,1,1,2,2,8,0,0,2,1,3,2,3,0,7,17,13.4,4,0.38461538461538464,9
Meera Deshmukh,Other,Postgraduate,Postgraduate,Civil Engineering,5,6,3,0,1,5,Often,1,3,Exhausted and drained,Sometimes,3,Rarely,2,5,3,Moderate,Hostel,3,3,5.2,1,0,0,1,3,3,1,0.558,0.57,0.327,0.726,High,Online,1,2,2,2,5,2,1,1,3,2,1,2,1,6,10,11.8,5,0.7142857142857143,11
Arjun Singh,Male,Postgraduate,Postgraduate,BA Psychology,5,12,4,1,0,8,Always,0,2,Tired but okay,Sometimes,4,Sometimes,2,4,2,Comfortable,Home,3,5,8.6,0,1,0,0,3,3,3,0.445,0.654,0.091,1.0,Medium,Online,0,1,2,2,2,0,4,1,4,0,0,3,2,8,14,7.4,8,0.38461538461538464,15
Harshada Verma,Female,Postgraduate,Postgraduate,BA English Literature,3,8,2,1,1,8,Sometimes,1,3,Tired but okay,Sometimes,1,Always,2,3,2,Tight,PG,8,0,7.1,0,1,0,1,3,3,1,0.628,0.185,0.279,0.705,High,Online,0,0,2,2,1,3,4,1,0,3,2,1,4,13,11,6.9,2,0.3333333333333333,13
Yash Pawar,Male,Postgraduate,Postgraduate,Computer Engineering,3,3,3,0,0,4,Always,1,4,Relieved,Sometimes,3,Rarely,1,5,3,Moderate,Home,5,10,6.7,0,0,0,0,1,2,3,0.798,0.419,0.579,0.154,Critical,Hybrid,0,1,2,2,6,0,3,1,3,2,0,3,1,6,6,10.3,13,0.75,9
Ananya Kumar,Female,Postgraduate,Postgraduate,MBA,3,11,2,1,1,5,Often,1,3,Tired but okay,"Yes, I doubt them",3,Rarely,2,2,3,Moderate,Home,1,7,6.5,0,0,0,1,2,1,2,0.601,0.186,0.709,0.474,High,Offline,0,0,2,2,8,2,4,2,3,2,0,2,1,5,15,9.5,10,0.25,8
Jyoti Kumar,Female,Postgraduate,Postgraduate,MSc Data Science,3,12,3,1,0,6,Sometimes,1,3,Tired but okay,"No, I believe them",3,Never,3,3,2,Tight,Home,2,9,4.9,0,0,0,1,1,1,1,0.618,0.259,0.55,0.889,High,Hybrid,1,0,2,2,10,3,4,0,1,3,0,1,0,5,14,11.1,11,0.23076923076923078,10
Vivek Shah,Male,Postgraduate,Postgraduate,BCom,4,16,3,1,0,5,Never,0,2,Energised,"No, I believe them",1,Sometimes,4,4,4,Tight,Home,5,1,5.6,0,0,1,0,1,4,3,0.319,0.608,0.148,0.599,Low,Hybrid,0,1,2,2,4,1,0,0,4,3,0,0,2,8,20,7.4,4,0.23529411764705882,12
Pranav Pawar,Male,Postgraduate,Postgraduate,Civil Engineering,4,15,5,0,1,7,Never,0,1,Tired but okay,"No, I believe them",2,Always,4,4,3,Very Comfortable,Home,1,7,7.6,0,1,0,1,4,2,4,0.246,0.811,0.636,0.188,Low,Offline,0,1,2,2,5,1,4,0,0,4,0,0,4,5,19,5.4,12,0.25,14
Vidya Sharma,Female,Postgraduate,Postgraduate,MBA,4,9,4,0,1,6,Often,1,2,Tired but okay,"Yes, I doubt them",4,Never,2,3,2,Tight,Home,6,5,6.2,0,1,0,1,1,1,2,0.558,0.244,0.455,0.967,High,Hybrid,0,0,2,2,8,2,4,2,1,3,0,2,0,7,12,9.8,8,0.4,11
Tanmay Sharma,Male,Postgraduate,Postgraduate,Mechanical Engineering,1,14,2,0,1,6,Always,1,4,Exhausted and drained,Sometimes,3,Rarely,1,4,3,Moderate,Home,5,7,5.3,1,1,0,1,1,3,4,0.617,0.184,0.794,0.519,High,Hybrid,1,1,2,2,11,0,1,1,3,2,0,3,1,6,18,12.7,12,0.06666666666666667,11
Chaitali Nair,Female,Postgraduate,Postgraduate,Mechanical Engineering,5,20,4,1,1,7,Never,0,2,Tired but okay,Sometimes,2,Sometimes,3,4,4,Financially Struggling,Hostel,5,1,6.1,0,0,0,0,4,2,1,0.407,1.0,0.271,0.894,Medium,Online,0,0,2,2,11,1,4,1,4,1,1,0,2,11,25,7.9,2,0.23809523809523808,13
Chaitali Kale,Female,Postgraduate,Postgraduate,Computer Engineering,5,15,4,0,1,7,Sometimes,0,2,Tired but okay,"No, I believe them",2,Often,2,3,4,Comfortable,Hostel,3,7,6.6,0,0,0,0,1,3,4,0.498,0.496,0.584,0.307,Medium,Hybrid,0,0,2,2,6,3,4,0,2,0,1,1,3,4,20,7.4,11,0.3125,14
Divya Verma,Female,Postgraduate,Postgraduate,Civil Engineering,3,21,2,1,0,4,Always,1,4,Relieved,"Yes, I doubt them",3,Sometimes,1,1,1,Comfortable,Home,6,3,5.3,0,1,0,0,4,4,2,0.661,0.335,0.541,0.575,High,Hybrid,0,0,2,2,5,0,3,2,4,0,0,3,2,12,22,11.7,5,0.13636363636363635,10
Uma Bhosale,Female,Postgraduate,Postgraduate,Mechanical Engineering,6,17,2,0,0,3,Often,1,4,Exhausted and drained,"Yes, I doubt them",4,Rarely,2,4,2,Tight,PG,4,1,5.2,0,0,1,0,2,1,2,0.785,0.569,0.273,0.852,Critical,Online,0,0,2,2,11,2,1,2,3,3,2,2,1,6,19,12.8,3,0.3333333333333333,6
Harsh Kale,Male,Postgraduate,Postgraduate,Computer Engineering,5,23,3,0,0,6,Never,0,2,Tired but okay,"No, I believe them",4,Always,2,4,4,Comfortable,PG,3,8,8.8,0,1,0,0,2,4,4,0.465,0.754,0.66,0.486,Medium,Offline,0,1,2,2,6,1,4,0,0,0,2,0,4,5,27,7.199999999999999,12,0.20833333333333334,13
Vidya Mehta,Female,Postgraduate,Postgraduate,MBA,3,13,3,0,1,4,Never,0,1,Tired but okay,"Yes, I doubt them",2,Often,3,4,4,Tight,Home,6,4,5.8,0,1,0,0,3,4,3,0.359,0.399,0.411,0.25,Medium,Hybrid,0,0,2,2,8,1,4,2,2,3,0,0,3,9,18,7.2,7,0.21428571428571427,11
Arjun Verma,Male,Postgraduate,Postgraduate,MBBS,4,12,2,0,1,4,Always,1,4,Neutral,"No, I believe them",4,Often,1,3,2,Financially Struggling,Hostel,5,8,4.8,1,0,0,1,1,4,2,0.851,0.388,0.696,0.284,Critical,Offline,1,1,2,2,9,0,2,0,2,1,1,3,3,6,15,14.2,11,0.3076923076923077,10
Ishaan More,Male,Postgraduate,Postgraduate,Computer Engineering,4,17,3,0,1,9,Never,0,1,Relieved,"No, I believe them",2,Often,4,2,4,Moderate,Home,5,6,6.9,0,0,0,1,1,1,4,0.129,0.577,0.845,0.371,Low,Offline,0,1,2,2,6,1,3,0,2,2,0,0,3,6,22,6.1,11,0.2222222222222222,13
Siddharth Shah,Male,Postgraduate,Postgraduate,MBA,5,2,2,0,0,4,Sometimes,1,3,Exhausted and drained,"No, I believe them",3,Never,2,1,3,Moderate,Home,6,4,4.6,0,0,0,1,1,3,1,0.601,0.198,0.308,0.826,High,Online,1,1,2,2,8,3,1,0,1,2,0,1,0,7,5,11.4,6,1.6666666666666667,9
Riya Pawar,Female,Postgraduate,Postgraduate,Mechanical Engineering,2,6,2,0,0,6,Always,1,2,Exhausted and drained,"No, I believe them",3,Rarely,2,4,2,Tight,Home,4,2,5.1,1,0,0,0,1,3,1,0.609,0.546,0.185,0.657,High,Online,1,0,2,2,11,0,1,0,3,3,0,3,1,5,8,10.9,3,0.2857142857142857,11
Bhakti Kumar,Female,Postgraduate,Postgraduate,Electronics & TC,3,10,2,0,1,6,Sometimes,1,4,Neutral,"No, I believe them",3,Always,1,3,3,Moderate,Hostel,1,0,6.1,0,0,0,1,3,3,2,0.771,0.273,0.278,0.83,Critical,Online,1,0,2,2,7,3,2,0,0,2,1,1,4,4,14,10.9,3,0.2727272727272727,11
Sachin Sharma,Male,Postgraduate,Postgraduate,MSc Data Science,5,20,2,1,0,4,Often,1,3,Relieved,"Yes, I doubt them",4,Rarely,2,4,2,Financially Struggling,PG,6,5,5.6,0,1,1,0,3,2,2,0.754,0.096,0.217,0.7,Critical,Online,1,1,2,2,10,2,3,2,3,1,2,2,1,11,22,11.4,7,0.23809523809523808,8
Rohan More,Male,Postgraduate,Postgraduate,MSc Data Science,4,20,3,1,1,7,Always,0,2,Relieved,"No, I believe them",4,Always,3,2,5,Financially Struggling,Hostel,1,9,7.2,0,0,0,0,2,4,4,0.357,0.85,0.527,0.74,Medium,Hybrid,0,1,2,2,10,0,3,0,0,1,1,3,4,5,26,8.8,13,0.19047619047619047,14
Uday Mohite,Male,Postgraduate,Postgraduate,Mechanical Engineering,4,7,4,0,0,6,Often,1,4,Tired but okay,Sometimes,3,Often,1,4,3,Very Comfortable,PG,1,3,5.2,0,0,0,0,1,2,3,0.883,0.532,0.236,0.704,Critical,Online,0,1,2,2,11,2,4,1,2,4,2,2,3,2,10,11.8,6,0.5,12
Kunal Verma,Male,Postgraduate,Postgraduate,Civil Engineering,3,12,3,1,1,7,Sometimes,1,3,Exhausted and drained,"No, I believe them",3,Rarely,2,2,2,Moderate,Home,7,6,6.3,0,0,0,1,4,1,1,0.692,0.349,0.644,0.353,High,Offline,0,1,2,2,5,3,1,0,3,2,0,1,1,13,15,9.7,8,0.23076923076923078,11
Divya Verma,Female,Postgraduate,Postgraduate,MBA,4,9,1,0,1,5,Always,1,4,Exhausted and drained,"No, I believe them",4,Always,2,2,2,Comfortable,Home,6,3,5.5,0,1,0,0,3,2,4,0.692,0.0,0.087,0.723,High,Online,1,0,2,2,8,0,1,0,0,0,0,3,4,9,12,12.5,7,0.4,8
Akash Kumar,Male,Postgraduate,Postgraduate,BCA,6,9,4,1,0,5,Often,0,3,Exhausted and drained,"Yes, I doubt them",4,Often,3,3,5,Financially Struggling,Home,7,7,6.2,0,1,0,0,2,4,1,0.44,0.384,0.517,0.853,Medium,Hybrid,0,1,2,2,3,2,1,2,2,1,0,2,3,11,14,10.8,8,0.6,13
Sneha Sharma,Female,Postgraduate,Postgraduate,B.Sc Nursing,4,15,2,0,1,4,Always,1,3,Relieved,Sometimes,4,Sometimes,2,1,4,Very Comfortable,PG,5,3,5.2,1,0,0,0,4,3,2,0.63,0.202,0.971,0.28,High,Offline,1,0,2,2,0,0,3,1,4,4,2,3,2,9,20,12.8,5,0.25,9
Rahul Shinde,Male,Postgraduate,Postgraduate,B.Sc Nursing,4,9,2,0,1,7,Always,1,3,Neutral,Sometimes,3,Never,1,1,4,Comfortable,Hostel,4,3,6.8,0,0,0,0,3,3,1,0.666,0.615,0.611,0.218,High,Offline,0,1,2,2,0,0,2,1,1,0,1,3,0,7,14,9.2,4,0.4,12
Chinmay Mohite,Other,Postgraduate,Postgraduate,Mechanical Engineering,4,3,2,0,1,6,Always,0,3,Exhausted and drained,"No, I believe them",3,Sometimes,2,5,4,Moderate,Home,4,7,6.2,0,0,0,0,4,3,2,0.457,0.409,0.787,0.413,Medium,Offline,0,2,2,2,11,0,1,0,4,2,0,3,2,8,8,9.8,9,1.0,11
Aarav Sharma,Male,Postgraduate,Postgraduate,B.Sc Nursing,5,5,4,1,1,7,Sometimes,0,2,Relieved,"No, I believe them",2,Always,4,2,4,Moderate,PG,3,6,5.5,0,0,0,0,1,2,4,0.3,0.863,0.705,0.534,Low,Hybrid,0,1,2,2,0,3,3,0,0,2,2,1,4,6,10,8.5,10,0.8333333333333334,13
Zara Sawant,Female,Postgraduate,Postgraduate,Electronics & TC,3,8,3,1,0,4,Often,0,3,Exhausted and drained,"No, I believe them",4,Often,2,2,3,Comfortable,Relatives,4,2,4.4,1,0,1,1,3,3,1,0.415,0.469,0.291,0.636,Medium,Hybrid,1,0,2,2,7,2,1,0,2,0,3,2,3,9,11,13.6,4,0.3333333333333333,10
Madhuri Pawar,Female,Postgraduate,Postgraduate,BA Psychology,5,16,4,0,1,6,Always,1,2,Neutral,"No, I believe them",2,Sometimes,3,3,3,Moderate,Home,4,1,9.3,0,1,0,0,2,1,1,0.57,0.783,0.21,0.916,High,Online,0,0,2,2,2,0,2,0,4,2,0,3,2,6,20,4.699999999999999,2,0.29411764705882354,11
Gaurav Pawar,Male,Postgraduate,Postgraduate,Electronics & TC,3,6,1,0,0,5,Always,1,4,Exhausted and drained,Sometimes,3,Always,1,3,3,Moderate,Home,6,8,5.7,0,0,0,0,3,2,1,0.775,0.305,0.48,0.344,Critical,Hybrid,0,1,2,2,7,0,1,1,0,2,0,3,4,9,9,11.3,9,0.42857142857142855,8
Harshada Patel,Female,Postgraduate,Postgraduate,Electronics & TC,4,14,4,0,1,8,Sometimes,0,2,Neutral,"No, I believe them",2,Often,2,1,3,Moderate,Home,3,7,7.6,0,0,0,1,3,3,4,0.417,0.705,0.515,0.252,Medium,Hybrid,0,0,2,2,7,3,2,0,2,2,0,1,3,6,18,6.4,12,0.26666666666666666,15
Manish Patil,Male,Postgraduate,Postgraduate,Civil Engineering,5,6,3,1,1,7,Sometimes,1,4,Tired but okay,"No, I believe them",4,Rarely,1,2,2,Comfortable,Home,3,0,6.7,0,0,0,0,1,1,2,0.721,0.295,0.314,0.82,High,Online,1,1,2,2,5,3,4,0,3,0,0,1,1,6,9,11.3,2,0.7142857142857143,11
Ishita Shinde,Female,Postgraduate,Postgraduate,BCom,4,14,4,1,1,7,Sometimes,0,3,Exhausted and drained,"No, I believe them",2,Sometimes,3,5,4,Comfortable,Home,5,0,6.0,0,0,0,1,4,2,1,0.476,0.338,0.355,0.969,Medium,Online,0,0,2,2,4,3,1,0,4,0,0,1,2,11,19,9.0,2,0.26666666666666666,13
Priya Mohite,Female,Postgraduate,Postgraduate,MBBS,3,15,2,1,0,5,Sometimes,1,3,Neutral,"No, I believe them",3,Rarely,1,2,3,Moderate,PG,3,11,7.2,0,0,0,0,4,4,1,0.735,0.563,0.4,0.376,High,Hybrid,0,0,2,2,9,3,2,0,3,2,2,1,1,9,18,8.8,12,0.1875,11
Ishaan Mohite,Male,Postgraduate,Postgraduate,Mechanical Engineering,2,3,2,0,0,4,Often,1,3,Relieved,"No, I believe them",3,Rarely,2,2,2,Moderate,PG,3,0,4.6,0,0,0,0,1,2,3,0.726,0.522,0.4,1.0,High,Online,1,1,2,2,11,2,3,0,3,2,2,2,1,4,5,11.4,3,0.5,8
Harsh Kale,Male,Arts_Commerce,Arts Commerce,MSc Data Science,1,0,3,0,1,6,Always,1,4,Neutral,"Yes, I doubt them",4,Rarely,1,5,1,Comfortable,Home,8,2,6.3,0,0,0,1,3,1,1,0.784,0.285,0.31,0.805,Critical,Online,1,1,0,0,10,0,2,2,3,0,0,3,1,11,2,11.7,4,1.0,10
Gauri Pawar,Female,Arts_Commerce,Arts Commerce,Computer Engineering,3,10,3,0,1,3,Sometimes,1,4,Exhausted and drained,Sometimes,4,Sometimes,2,4,2,Comfortable,Home,3,0,6.3,0,1,0,0,1,4,1,0.712,0.72,0.392,0.998,High,Online,0,0,0,0,6,3,1,1,4,0,0,1,2,4,13,11.7,1,0.2727272727272727,10
Meera Nair,Female,Arts_Commerce,Arts Commerce,Computer Engineering,5,8,3,1,1,4,Always,1,4,Neutral,"Yes, I doubt them",4,Rarely,1,2,2,Moderate,Home,3,8,5.4,1,0,0,0,4,4,1,0.83,0.401,0.659,0.31,Critical,Offline,1,0,0,0,6,0,2,2,3,2,0,3,1,9,11,13.6,9,0.5555555555555556,11
Chinmay Patil,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,6,6,2,0,0,3,Sometimes,1,4,Exhausted and drained,Sometimes,4,Often,1,3,1,Moderate,Home,8,5,5.4,0,0,1,0,1,1,3,0.86,0.631,0.886,0.308,Critical,Offline,0,1,0,0,11,3,1,1,2,2,0,1,3,9,7,12.6,8,0.8571428571428571,6
Vivek Sharma,Male,Arts_Commerce,Arts Commerce,Electronics & TC,3,16,2,0,1,6,Always,0,3,Relieved,Sometimes,1,Rarely,3,4,4,Moderate,PG,3,1,9.5,0,0,0,0,2,4,4,0.366,0.485,0.224,0.434,Medium,Hybrid,0,1,0,0,7,0,3,1,3,2,2,3,1,5,21,4.5,5,0.17647058823529413,12
Aniket Salunkhe,Male,Arts_Commerce,Arts Commerce,BA Psychology,4,17,3,1,1,6,Never,0,2,Relieved,"No, I believe them",2,Rarely,3,2,4,Moderate,Home,3,3,6.3,0,0,0,0,4,1,4,0.21,0.476,0.348,0.724,Low,Online,0,1,0,0,2,1,3,0,3,2,0,0,1,9,22,7.7,7,0.2222222222222222,10
Gaurav Salunkhe,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,9,17,4,0,1,7,Never,0,1,Tired but okay,"No, I believe them",2,Often,4,1,4,Moderate,Home,7,5,6.4,0,0,1,0,3,1,4,0.205,0.615,0.931,0.222,Low,Offline,0,1,0,0,11,1,4,0,2,2,0,0,3,10,22,6.6,9,0.5,12
Eshan Deshpande,Male,Arts_Commerce,Arts Commerce,MBA,5,7,4,0,0,7,Often,1,5,Exhausted and drained,"No, I believe them",2,Rarely,1,2,1,Comfortable,Hostel,5,2,6.5,0,0,1,1,1,1,2,0.904,0.423,0.306,0.657,Critical,Online,0,1,0,0,8,2,1,0,3,0,1,2,1,6,8,10.5,5,0.625,12
Siddharth Sharma,Male,Arts_Commerce,Arts Commerce,BA English Literature,2,6,3,0,0,5,Sometimes,1,4,Exhausted and drained,"Yes, I doubt them",2,Never,1,3,3,Tight,Hostel,5,4,5.7,0,0,0,1,4,4,2,0.711,0.5,0.448,0.282,High,Hybrid,0,1,0,0,1,3,1,2,1,3,1,1,0,9,9,10.3,7,0.2857142857142857,12
Karan More,Male,Arts_Commerce,Arts Commerce,Computer Engineering,5,19,5,0,0,6,Sometimes,0,1,Relieved,"Yes, I doubt them",2,Often,4,3,3,Moderate,Home,4,6,7.0,0,0,0,0,1,2,2,0.178,0.479,0.621,0.655,Low,Hybrid,0,1,0,0,6,3,3,2,2,2,0,1,3,5,22,6.0,8,0.25,13
Neha Gaikwad,Female,Arts_Commerce,Arts Commerce,Mechanical Engineering,3,11,2,0,1,5,Always,1,5,Exhausted and drained,"Yes, I doubt them",3,Never,1,4,3,Tight,Hostel,4,5,4.0,1,1,1,0,3,2,3,0.792,0.408,0.713,0.28,Critical,Offline,1,0,0,0,11,0,1,2,1,3,1,3,0,7,15,15.0,8,0.25,9
Waqar Gaikwad,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,5,16,3,1,0,7,Never,0,1,Neutral,Sometimes,1,Sometimes,4,3,3,Tight,PG,2,3,6.2,0,0,0,0,4,1,4,0.107,0.537,1.0,0.613,Low,Hybrid,0,1,0,0,0,1,2,1,4,3,2,0,2,8,19,5.8,7,0.29411764705882354,11
