name,gender,student_type,education_level,branch,study_hours,attend_hours,confidence,prefers_online_video,active_learner,sleep_hours,sleep_racing,exam_blank,overwhelm,friday_mood,self_doubt,workload_freq,goal_setting_freq,time_enough,puzzle_score,engagement,financial_stress,living_situation,phone_hours,friends_count,sgpa,atkt,has_internship,has_job,in_club,edtech_platforms,hobbies_count,social_interaction_freq,stress_base,motivation_base,social_base,digital_base,stress_level,learning_mode,at_risk_flag
Swati Patil,Female,Arts_Commerce,Arts Commerce,Mechanical Engineering,6,12,5,0,1,7,Sometimes,0,2,Neutral,"No, I believe them",3,Always,3,2,4,Tight,Home,4,10,7.5,0,1,0,1,2,2,4,0.406,0.679,0.555,0.44,Medium,Hybrid,0
Tanmay Kumar,Male,Arts_Commerce,Arts Commerce,Electronics & TC,2,15,3,1,1,4,Always,1,5,Exhausted and drained,Sometimes,1,Often,1,4,3,Tight,Home,6,10,5.5,0,0,0,0,3,1,2,0.669,0.257,0.698,0.539,High,Hybrid,1
Riya Deshmukh,Female,Arts_Commerce,Arts Commerce,Civil Engineering,6,17,5,0,1,6,Never,0,3,Tired but okay,"No, I believe them",1,Often,3,5,4,Tight,Home,3,0,7.1,0,0,0,0,1,4,3,0.434,0.669,0.306,0.817,Medium,Online,0
Ekta Gaikwad,Female,Arts_Commerce,Arts Commerce,MBA,7,15,3,0,0,6,Often,0,1,Tired but okay,Sometimes,1,Often,3,3,2,Comfortable,PG,2,7,8.7,0,0,0,1,2,3,4,0.309,0.716,0.554,0.341,Low,Hybrid,0
Yash Mehta,Male,Arts_Commerce,Arts Commerce,BA English Literature,4,8,3,1,1,7,Always,0,3,Exhausted and drained,Sometimes,4,Never,2,3,3,Moderate,Hostel,7,0,6.1,0,0,0,0,2,1,1,0.525,0.298,0.231,0.779,Medium,Online,0
Tanmay Singh,Male,Arts_Commerce,Arts Commerce,MSc Data Science,5,17,4,1,0,7,Sometimes,0,2,Energised,"No, I believe them",1,Always,3,3,3,Comfortable,Hostel,3,4,8.7,0,1,0,0,2,4,4,0.323,0.613,0.216,0.683,Low,Online,0
Vidya Mehta,Female,Arts_Commerce,Arts Commerce,BA English Literature,5,12,4,1,1,7,Never,0,1,Energised,Sometimes,2,Sometimes,4,3,5,Financially Struggling,Home,3,6,7.4,0,0,0,0,1,4,2,0.271,0.812,0.446,0.709,Low,Online,0
Chinmay Bhosale,Male,Arts_Commerce,Arts Commerce,Electronics & TC,4,18,2,1,0,6,Often,1,4,Energised,"No, I believe them",4,Often,1,1,3,Moderate,Home,6,0,4.6,0,0,0,0,1,2,1,0.87,0.266,0.36,0.652,Critical,Online,1
Swati Deshmukh,Female,Arts_Commerce,Arts Commerce,Mechanical Engineering,3,6,3,0,0,6,Always,1,5,Exhausted and drained,Sometimes,4,Rarely,2,2,5,Comfortable,Home,3,3,7.0,0,1,0,0,1,2,4,0.958,0.422,0.138,0.654,Critical,Online,0
Divya Singh,Female,Arts_Commerce,Arts Commerce,MSc Data Science,6,10,4,0,0,8,Never,0,2,Tired but okay,"No, I believe them",2,Sometimes,3,4,4,Moderate,Home,3,7,8.0,0,0,0,0,4,2,1,0.247,0.611,0.699,0.263,Low,Offline,0
Deepali Singh,Female,Arts_Commerce,Arts Commerce,Computer Engineering,2,13,5,0,1,7,Never,0,1,Neutral,"No, I believe them",2,Sometimes,4,2,5,Moderate,PG,1,1,6.0,0,0,0,0,4,1,2,0.325,0.859,0.171,0.598,Low,Hybrid,0
Jay Kulkarni,Male,Arts_Commerce,Arts Commerce,Computer Engineering,5,11,3,0,1,5,Sometimes,1,3,Tired but okay,"No, I believe them",1,Always,2,2,3,Moderate,Home,6,6,5.5,0,0,0,0,1,3,2,0.639,0.413,0.608,0.466,High,Offline,0
Yash Mehta,Male,Arts_Commerce,Arts Commerce,BA Psychology,5,17,3,0,1,7,Sometimes,0,3,Relieved,"No, I believe them",1,Often,2,4,4,Tight,Home,3,4,8.1,0,0,0,0,4,3,1,0.497,0.876,0.462,0.543,Medium,Hybrid,0
Geeta Singh,Female,Arts_Commerce,Arts Commerce,BA Psychology,4,2,3,0,1,4,Sometimes,1,4,Tired but okay,Sometimes,4,Rarely,2,4,3,Moderate,Home,6,8,4.6,0,0,0,1,3,3,4,0.777,0.067,0.713,0.974,Critical,Hybrid,1
Akash Kale,Male,Arts_Commerce,Arts Commerce,Computer Engineering,7,23,4,1,0,9,Never,0,1,Tired but okay,"No, I believe them",2,Sometimes,4,4,3,Comfortable,Hostel,3,1,6.9,0,1,0,0,3,3,2,0.088,0.847,0.309,0.542,Low,Hybrid,0
Harsh Jadhav,Male,Arts_Commerce,Arts Commerce,MBA,6,16,3,1,1,5,Always,1,2,Tired but okay,"No, I believe them",2,Often,2,3,1,Tight,Home,4,7,5.8,0,1,0,1,1,4,2,0.581,0.555,0.593,0.289,High,Hybrid,0
Sneha Bhosale,Female,Arts_Commerce,Arts Commerce,B.Sc Nursing,5,12,4,0,1,7,Never,0,1,Energised,Sometimes,2,Sometimes,5,4,3,Moderate,Home,3,3,8.7,0,0,0,1,1,4,3,0.161,0.624,0.339,1.0,Low,Online,0
Pranav Deshpande,Male,Arts_Commerce,Arts Commerce,MSc Data Science,8,15,3,1,1,7,Sometimes,1,3,Exhausted and drained,"Yes, I doubt them",1,Never,3,3,3,Tight,PG,4,10,8.1,0,0,0,0,4,4,2,0.631,0.749,0.525,0.598,High,Hybrid,0
Divya Deshpande,Female,Arts_Commerce,Arts Commerce,Computer Engineering,4,20,3,0,1,6,Never,0,1,Neutral,"No, I believe them",2,Rarely,3,2,1,Moderate,Relatives,6,4,5.1,1,1,0,0,3,3,3,0.257,0.765,0.333,0.742,Low,Online,1
Rahul More,Male,Arts_Commerce,Arts Commerce,MBA,5,13,5,1,1,8,Often,0,1,Relieved,Sometimes,3,Always,3,3,5,Moderate,Hostel,4,6,9.5,0,0,0,1,4,2,3,0.279,0.529,0.659,0.106,Low,Offline,0
Siddharth Patel,Male,Arts_Commerce,Arts Commerce,Civil Engineering,6,18,3,0,1,6,Never,0,1,Energised,Sometimes,3,Often,3,3,3,Moderate,Hostel,1,7,6.4,0,0,0,0,4,2,2,0.27,0.673,0.434,0.492,Low,Hybrid,0
Ekta Sawant,Female,Arts_Commerce,Arts Commerce,MBBS,3,10,3,1,0,4,Often,1,4,Exhausted and drained,"No, I believe them",3,Sometimes,2,3,2,Financially Struggling,Home,6,5,5.6,0,0,0,1,1,4,1,0.72,0.412,0.607,0.377,High,Offline,0
Vidya Kulkarni,Female,Arts_Commerce,Arts Commerce,Electronics & TC,2,16,4,0,1,8,Often,0,3,Neutral,"No, I believe them",1,Always,3,4,3,Moderate,Hostel,4,5,6.8,0,0,0,0,2,3,4,0.442,0.801,0.257,0.631,Medium,Hybrid,0
Pooja Bhosale,Female,Arts_Commerce,Arts Commerce,MBA,4,11,4,0,1,7,Never,0,2,Neutral,"No, I believe them",3,Always,4,3,4,Tight,Relatives,2,2,10.0,0,0,0,1,1,4,2,0.335,0.402,0.31,0.816,Low,Online,0
Sneha Shinde,Female,Arts_Commerce,Arts Commerce,MBBS,3,7,4,0,1,8,Sometimes,0,1,Neutral,"No, I believe them",1,Always,4,2,3,Tight,Hostel,5,8,6.5,0,1,0,0,4,4,4,0.0,0.598,0.578,0.069,Low,Hybrid,0
Chaitali Patel,Female,Arts_Commerce,Arts Commerce,MBA,4,15,2,0,0,6,Always,1,4,Neutral,"Yes, I doubt them",2,Sometimes,1,3,3,Very Comfortable,PG,5,6,6.4,0,0,0,1,3,4,1,0.626,0.248,0.401,0.715,High,Online,0
Tanvi Jadhav,Female,Arts_Commerce,Arts Commerce,B.Sc Nursing,3,15,3,0,1,8,Never,0,1,Neutral,Sometimes,1,Always,3,3,5,Comfortable,Hostel,1,3,6.9,0,0,0,1,2,2,2,0.259,0.788,0.392,1.0,Low,Online,0
Devesh Pawar,Male,Arts_Commerce,Arts Commerce,Civil Engineering,4,17,3,0,1,6,Never,0,2,Relieved,"No, I believe them",2,Often,3,3,3,Financially Struggling,Relatives,1,9,7.1,0,0,0,0,3,4,1,0.296,0.794,0.6,0.79,Low,Hybrid,0
Ishaan Patil,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,2,27,5,0,1,8,Never,0,2,Tired but okay,"No, I believe them",3,Rarely,4,2,3,Comfortable,Hostel,2,7,7.0,0,0,0,1,2,2,2,0.279,0.832,0.469,0.747,Low,Hybrid,0
Gaurav Nair,Male,Arts_Commerce,Arts Commerce,MBA,4,0,3,1,0,5,Always,1,4,Energised,"Yes, I doubt them",4,Never,1,4,3,Comfortable,Hostel,5,7,4.2,0,0,0,1,4,2,2,0.818,0.64,0.879,0.464,Critical,Offline,1
Bhakti Patel,Female,Arts_Commerce,Arts Commerce,Electronics & TC,4,14,3,0,1,8,Often,1,4,Exhausted and drained,"Yes, I doubt them",4,Sometimes,1,2,2,Moderate,Hostel,8,7,4.0,0,0,0,0,2,4,1,0.741,0.338,0.639,0.364,High,Offline,1
Rahul Pawar,Male,Arts_Commerce,Arts Commerce,BCom,6,17,4,1,0,6,Sometimes,0,2,Energised,"No, I believe them",2,Often,3,3,3,Moderate,Hostel,2,1,7.7,0,0,0,1,4,3,1,0.233,0.792,0.116,0.588,Low,Hybrid,0
Tanmay Salunkhe,Male,Arts_Commerce,Arts Commerce,BCom,5,8,2,0,1,8,Sometimes,0,1,Tired but okay,"No, I believe them",2,Always,2,2,5,Comfortable,Home,5,8,5.5,0,0,0,0,2,1,1,0.402,0.545,0.732,0.417,Medium,Offline,0
Uday Shah,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,4,16,4,1,1,7,Never,0,2,Neutral,Sometimes,3,Often,3,5,4,Moderate,Relatives,5,1,6.2,0,0,0,0,2,4,2,0.418,0.837,0.202,0.992,Medium,Online,0
Omkar Joshi,Male,Working_Professional,Working Professional,Computer Engineering,4,16,3,0,0,6,Always,1,4,Tired but okay,"No, I believe them",3,Never,2,3,1,Comfortable,Home,5,3,5.0,1,0,1,0,4,4,3,0.589,0.242,0.068,0.596,High,Hybrid,1
Lavanya Verma,Female,Working_Professional,Working Professional,Mechanical Engineering,6,9,5,0,1,6,Never,0,3,Relieved,Sometimes,3,Sometimes,4,2,5,Moderate,Home,2,5,7.9,0,0,1,0,2,2,4,0.271,0.825,0.49,0.237,Low,Hybrid,0
Gaurav Patel,Male,Working_Professional,Working Professional,Civil Engineering,2,14,3,0,1,4,Never,1,4,Neutral,Sometimes,4,Rarely,2,5,3,Comfortable,Hostel,4,3,5.4,0,0,1,0,3,3,2,0.602,0.606,0.471,0.309,High,Hybrid,0
Bhakti Gaikwad,Female,Working_Professional,Working Professional,MSc Data Science,7,21,3,0,1,6,Often,0,2,Relieved,"No, I believe them",2,Often,4,2,4,Comfortable,Hostel,3,9,8.3,0,0,1,0,1,2,4,0.454,0.996,0.407,0.722,Medium,Online,0
Pooja Patel,Female,Working_Professional,Working Professional,MBBS,6,18,4,1,1,8,Sometimes,0,1,Neutral,"No, I believe them",3,Sometimes,5,5,4,Tight,Home,2,1,5.5,0,1,1,0,4,1,3,0.165,1.0,0.386,0.622,Low,Hybrid,0
Arjun Nair,Male,Working_Professional,Working Professional,MBA,5,14,5,0,1,7,Sometimes,0,2,Neutral,"Yes, I doubt them",1,Never,2,3,2,Moderate,Home,4,4,7.9,0,1,1,0,4,2,3,0.549,0.676,0.313,0.758,Medium,Online,0
Eshan Patel,Male,Working_Professional,Working Professional,MBBS,1,11,2,0,1,6,Often,1,3,Neutral,Sometimes,4,Often,2,4,4,Moderate,Home,6,10,4.0,0,0,1,1,3,4,1,0.663,0.398,0.738,0.55,High,Hybrid,1
Kajal Shah,Female,Working_Professional,Working Professional,Electronics & TC,3,13,3,0,1,4,Often,1,4,Tired but okay,"No, I believe them",4,Never,1,5,3,Tight,Home,4,4,5.9,0,1,1,0,1,2,3,0.793,0.391,0.216,0.665,Critical,Online,0
Gauri Salunkhe,Female,Working_Professional,Working Professional,BCA,4,9,1,0,0,5,Always,1,3,Neutral,"Yes, I doubt them",4,Often,2,4,3,Comfortable,Relatives,6,7,5.6,0,1,1,0,2,4,1,0.592,0.263,0.687,0.0,High,Offline,0
Aniket Sawant,Male,Working_Professional,Working Professional,BA Psychology,2,12,2,0,1,7,Sometimes,0,3,Tired but okay,"No, I believe them",2,Sometimes,3,4,4,Financially Struggling,Hostel,4,5,6.4,0,0,0,0,2,1,4,0.431,0.645,0.406,0.662,Medium,Online,0
Kunal Patil,Male,Working_Professional,Working Professional,Civil Engineering,6,1,4,0,1,4,Often,1,4,Energised,"No, I believe them",3,Often,1,3,2,Comfortable,Relatives,4,7,5.4,0,1,1,0,4,1,2,0.685,0.575,0.744,0.325,High,Offline,0
Ekta Mehta,Female,Working_Professional,Working Professional,Computer Engineering,3,11,3,0,1,5,Often,1,4,Exhausted and drained,Sometimes,3,Sometimes,1,1,2,Comfortable,Hostel,4,3,5.5,0,0,1,1,2,2,1,0.694,0.39,0.364,0.668,High,Online,0
Akash Sawant,Male,Working_Professional,Working Professional,Mechanical Engineering,4,11,3,0,0,6,Always,0,3,Exhausted and drained,"No, I believe them",1,Often,2,2,3,Financially Struggling,Home,5,8,4.7,1,0,1,0,2,1,1,0.535,0.388,0.554,0.461,Medium,Hybrid,1
Rohan Shinde,Male,Working_Professional,Working Professional,Civil Engineering,5,8,4,1,1,6,Often,0,1,Neutral,"No, I believe them",3,Never,4,2,5,Moderate,PG,2,5,8.2,0,0,1,0,1,4,3,0.172,0.8,0.681,0.632,Low,Hybrid,0
Yash Deshmukh,Male,Working_Professional,Working Professional,Civil Engineering,5,8,3,0,0,7,Always,0,3,Exhausted and drained,Sometimes,2,Sometimes,2,2,3,Comfortable,Relatives,3,6,5.4,0,0,1,0,3,2,1,0.537,0.076,0.419,0.584,Medium,Hybrid,0
Meera Jadhav,Female,Working_Professional,Working Professional,MBA,2,9,2,1,0,7,Always,1,3,Energised,"Yes, I doubt them",4,Often,2,4,2,Comfortable,Home,3,6,6.3,0,1,1,0,2,4,2,0.563,0.423,0.117,1.0,High,Online,0
Chaitali Patel,Female,Working_Professional,Working Professional,Mechanical Engineering,3,13,3,1,1,7,Often,1,4,Relieved,"Yes, I doubt them",4,Rarely,2,3,1,Moderate,Hostel,2,4,8.0,0,0,1,0,1,3,4,0.84,0.254,0.333,0.667,Critical,Online,1
Kunal Shinde,Male,Working_Professional,Working Professional,BA Psychology,5,10,3,0,0,6,Often,1,3,Tired but okay,Sometimes,4,Always,3,2,3,Financially Struggling,Home,6,1,5.7,0,0,1,0,2,2,1,0.604,0.557,0.224,0.66,High,Online,0
Divya Mehta,Female,Working_Professional,Working Professional,BCA,2,11,4,0,1,7,Never,0,1,Tired but okay,"No, I believe them",2,Sometimes,4,4,5,Comfortable,Home,5,1,6.6,0,0,1,0,2,4,4,0.265,0.73,0.276,0.598,Low,Hybrid,0
Neha Joshi,Female,Working_Professional,Working Professional,BCA,5,9,1,0,0,5,Never,1,4,Exhausted and drained,Sometimes,3,Often,2,3,2,Moderate,Relatives,5,7,7.4,0,1,1,1,2,2,4,0.756,0.496,0.605,0.8,Critical,Hybrid,0
Karan Bhosale,Male,Working_Professional,Working Professional,BCom,6,16,4,1,1,9,Never,0,1,Energised,Sometimes,3,Always,5,3,2,Comfortable,Home,3,9,7.1,0,0,1,1,1,3,4,0.101,0.589,0.429,0.751,Low,Online,0
Kunal Salunkhe,Male,Working_Professional,Working Professional,BA Psychology,2,12,4,0,0,7,Never,0,2,Energised,"No, I believe them",3,Always,3,1,4,Financially Struggling,Home,5,7,7.9,0,0,1,0,4,2,4,0.303,0.885,0.429,0.817,Low,Online,0
Waqar Sharma,Male,Working_Professional,Working Professional,Computer Engineering,5,17,5,0,1,5,Often,0,1,Neutral,"No, I believe them",2,Rarely,4,3,4,Comfortable,PG,2,7,9.0,0,0,1,0,3,4,2,0.326,0.607,0.407,0.444,Low,Hybrid,0
Bhushan Joshi,Male,Working_Professional,Working Professional,MBBS,5,8,2,0,1,8,Always,1,2,Exhausted and drained,Sometimes,4,Sometimes,3,1,2,Tight,Home,6,8,6.6,0,0,0,0,1,1,2,0.62,0.335,0.507,0.59,High,Hybrid,0
Kirti Sharma,Female,Working_Professional,Working Professional,BCA,4,6,1,0,1,6,Always,1,3,Relieved,Sometimes,3,Often,2,4,3,Tight,Hostel,6,5,4.7,1,0,1,1,2,1,3,0.581,0.487,0.383,0.725,High,Online,1
Zara Deshpande,Female,Working_Professional,Working Professional,Mechanical Engineering,4,10,4,0,1,9,Never,0,2,Energised,Sometimes,2,Never,3,4,3,Moderate,Relatives,5,5,6.3,0,0,1,1,3,4,4,0.332,0.649,0.494,0.847,Low,Hybrid,0
Sachin Shah,Male,Working_Professional,Working Professional,Mechanical Engineering,4,2,1,0,1,5,Sometimes,1,5,Neutral,Sometimes,3,Rarely,1,3,3,Comfortable,Home,5,5,4.4,0,0,1,0,4,3,1,0.893,0.284,0.822,0.378,Critical,Offline,1
Akash Nair,Male,Working_Professional,Working Professional,BA English Literature,4,19,1,0,1,6,Sometimes,0,2,Tired but okay,"No, I believe them",2,Rarely,2,3,4,Moderate,PG,7,6,6.4,0,0,1,0,3,4,3,0.474,0.347,0.597,0.76,Medium,Hybrid,0
Kirti Salunkhe,Female,Working_Professional,Working Professional,Computer Engineering,3,14,3,0,0,6,Always,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,1,4,3,Comfortable,Hostel,6,4,4.4,1,0,1,0,2,2,1,0.818,0.635,0.64,0.529,Critical,Hybrid,1
Priya Deshpande,Female,Working_Professional,Working Professional,BA Psychology,4,12,3,0,0,6,Often,1,5,Relieved,Sometimes,4,Often,1,3,2,Financially Struggling,Hostel,5,7,6.4,0,0,0,0,3,4,2,0.699,0.232,0.557,1.0,High,Hybrid,1
Vivek Deshmukh,Male,Working_Professional,Working Professional,BCom,7,13,3,0,1,6,Often,1,4,Exhausted and drained,"No, I believe them",4,Sometimes,1,3,3,Moderate,Home,7,5,5.4,0,0,1,0,2,4,3,0.889,0.312,0.434,0.446,Critical,Hybrid,0
Priya Mehta,Female,Working_Professional,Working Professional,Electronics & TC,3,9,3,0,1,6,Often,1,5,Exhausted and drained,"Yes, I doubt them",4,Never,2,3,2,Moderate,Home,5,7,5.1,0,0,1,0,1,4,1,0.735,0.497,0.672,0.428,High,Offline,0
Jyoti Shah,Female,Working_Professional,Working Professional,Electronics & TC,2,7,3,0,1,5,Often,1,4,Tired but okay,Sometimes,4,Sometimes,2,4,4,Tight,Relatives,7,0,4.7,0,1,1,0,1,1,1,0.582,0.38,0.394,0.468,High,Hybrid,0
Tanvi More,Other,Working_Professional,Working Professional,BCA,5,19,4,0,0,8,Sometimes,0,1,Neutral,"Yes, I doubt them",2,Often,4,3,5,Moderate,PG,2,1,8.8,0,0,1,0,2,1,4,0.196,0.685,0.309,0.457,Low,Hybrid,0
Priya Kulkarni,Female,Working_Professional,Working Professional,MBBS,4,8,3,0,1,6,Often,1,5,Exhausted and drained,Sometimes,3,Never,1,4,4,Moderate,Relatives,5,4,5.1,0,1,1,1,1,1,1,0.796,0.206,0.172,0.837,Critical,Online,1
Geeta Kulkarni,Female,Working_Professional,Working Professional,BA Psychology,5,12,5,1,1,8,Never,0,1,Tired but okay,Sometimes,3,Always,4,4,3,Moderate,Hostel,1,5,7.7,0,0,1,0,2,2,4,0.093,0.648,0.521,0.924,Low,Hybrid,0
Bhavna Shinde,Female,Working_Professional,Working Professional,Electronics & TC,3,8,3,1,1,8,Never,0,1,Tired but okay,"No, I believe them",4,Often,5,4,4,Moderate,Relatives,5,4,6.7,0,0,0,0,4,4,2,0.0,0.636,0.359,0.709,Low,Online,0
Nikhil Joshi,Male,Working_Professional,Working Professional,Electronics & TC,5,11,3,0,0,6,Always,0,2,Energised,"No, I believe them",4,Often,3,3,4,Tight,Home,6,3,5.6,0,0,1,0,4,2,1,0.348,0.27,0.346,0.823,Low,Online,0
Tanmay Mohite,Male,Working_Professional,Working Professional,B.Sc Nursing,5,5,2,1,1,6,Often,1,3,Tired but okay,"Yes, I doubt them",3,Sometimes,1,4,3,Comfortable,Hostel,6,0,5.1,0,1,1,1,1,3,2,0.707,0.601,0.39,0.653,High,Online,0
Arjun Shah,Male,Working_Professional,Working Professional,BCom,5,7,3,0,1,5,Often,1,3,Relieved,Sometimes,3,Rarely,2,3,3,Tight,Hostel,5,8,4.8,1,0,1,1,4,2,1,0.647,0.318,0.448,0.563,High,Hybrid,1
Tanmay Sharma,Male,Working_Professional,Working Professional,MBBS,4,7,3,1,0,6,Always,1,5,Energised,"Yes, I doubt them",3,Often,1,1,3,Tight,Relatives,3,3,5.8,0,0,1,0,4,1,1,0.93,0.287,0.4,0.05,Critical,Hybrid,1
Kirti Mohite,Female,Working_Professional,Working Professional,Civil Engineering,2,14,3,0,1,4,Always,1,4,Neutral,"No, I believe them",3,Never,1,4,2,Tight,Home,5,3,5.2,1,0,1,0,3,1,4,0.841,0.442,0.223,0.757,Critical,Online,1
Harshada Kulkarni,Female,Working_Professional,Working Professional,BA Psychology,7,12,3,0,1,5,Never,0,2,Exhausted and drained,"No, I believe them",3,Often,3,2,3,Financially Struggling,Home,5,6,5.2,0,0,1,0,1,1,4,0.327,0.344,0.497,0.692,Low,Hybrid,0
Gauri Deshmukh,Female,Working_Professional,Working Professional,Civil Engineering,5,10,3,1,1,5,Never,1,5,Tired but okay,"Yes, I doubt them",4,Never,1,4,3,Moderate,Home,5,1,4.7,1,0,1,0,2,2,2,0.957,0.48,0.396,0.591,Critical,Hybrid,1
Pranav More,Male,Working_Professional,Working Professional,Computer Engineering,4,12,4,1,0,5,Often,0,3,Exhausted and drained,Sometimes,2,Never,2,3,2,Comfortable,Hostel,2,4,7.2,0,0,1,1,2,3,2,0.518,0.277,0.317,0.792,Medium,Online,0
Rohan Mohite,Male,Working_Professional,Working Professional,MBBS,4,9,3,0,1,6,Always,1,3,Exhausted and drained,"Yes, I doubt them",4,Sometimes,2,3,2,Very Comfortable,Home,4,3,5.5,0,1,1,0,2,1,3,0.746,0.197,0.305,0.599,High,Hybrid,1
Jyoti Singh,Female,Working_Professional,Working Professional,MBA,3,9,2,0,1,6,Always,1,4,Tired but okay,"Yes, I doubt them",4,Rarely,1,2,2,Financially Struggling,Home,5,3,5.7,0,0,1,1,2,4,3,0.862,0.676,0.328,0.802,Critical,Online,0
Kunal Mohite,Male,Working_Professional,Working Professional,BA English Literature,4,12,2,0,1,6,Always,1,4,Tired but okay,"No, I believe them",3,Rarely,1,4,4,Tight,Home,5,3,4.0,0,0,1,0,4,2,1,0.808,0.226,0.296,0.893,Critical,Online,1
Karan Patel,Male,Working_Professional,Working Professional,Civil Engineering,5,6,3,1,0,5,Always,1,4,Tired but okay,Sometimes,3,Never,2,4,2,Comfortable,Hostel,6,2,5.2,0,0,1,0,4,1,4,0.591,0.622,0.251,0.949,High,Online,0
Meera Nair,Female,Working_Professional,Working Professional,BCom,3,16,3,0,0,5,Sometimes,1,5,Tired but okay,"Yes, I doubt them",4,Sometimes,1,2,3,Tight,Hostel,2,7,5.6,0,0,1,1,3,4,1,0.9,0.298,0.558,0.579,Critical,Hybrid,1
